Date,Hour,TripCount,TotalRevenue,TotalPassengers,TotalDistance
2023-07-18,11,5929,166519.83,7585.0,18451.98999999999
2023-07-18,12,7012,187638.3,8828.0,18983.109999999873
2023-07-18,13,5530,155515.78,7005.0,17148.509999999987
2023-07-18,14,5954,170946.41,7882.0,19170.410000000014
2023-07-18,15,6295,172647.23,8197.0,48602.26
2023-07-18,16,6229,189963.6,8312.0,19786.880000000052
2023-07-18,17,6789,207908.5,8906.0,21941.859999999986
2023-07-18,18,7680,216271.35,10076.0,22369.080000000067
2023-07-18,19,6838,197299.03,8853.0,22833.39000000003
2023-07-18,20,6111,170218.83,7981.0,21980.879999999994
2023-07-18,21,6704,186827.55,8954.0,24013.129999999983
2023-07-18,22,6100,179153.79,8149.0,24321.84999999996
2023-07-18,23,3844,121995.98,5108.0,17455.110000000048
2023-07-19,0,2209,77188.7,2960.0,11829.75
2023-07-19,1,1018,37373.44,1384.0,6233.2100000000055
2023-07-19,2,527,18746.43,680.0,2925.6799999999994
2023-07-19,3,323,12179.33,400.0,48225.880000000005
2023-07-19,4,308,12680.96,375.0,14686.599999999999
2023-07-19,5,640,23989.16,779.0,124212.84999999999
2023-07-19,6,1829,51704.11,2167.0,7723.190000000004
2023-07-19,7,3354,84829.25,3949.0,11029.429999999995
2023-07-19,8,5300,141588.43,6284.0,16745.040000000066
2023-07-19,9,5525,147665.33,6758.0,17004.460000000003
2023-07-19,10,5499,149745.15,7009.0,16844.280000000042
2023-07-19,11,5744,160179.52,7503.0,17644.569999999985
2023-07-19,12,6528,178660.46,8500.0,18622.430000000008
2023-07-19,13,6153,178555.38,8050.0,19821.519999999986
2023-07-19,14,6224,189601.32,8208.0,22566.750000000025
2023-07-19,15,6253,185627.58,8227.0,41163.680000000146
2023-07-19,16,6346,205918.7,8371.0,22222.929999999982
2023-07-19,17,7360,226051.53,9629.0,23200.799999999985
2023-07-19,18,7994,233503.63,10413.0,23429.489999999954
2023-07-19,19,7418,206441.88,9529.0,21838.64000000003
2023-07-19,20,6776,184635.1,8938.0,23002.570000000058
2023-07-19,21,6886,185338.11,9136.0,23136.300000000097
2023-07-19,22,6382,177524.37,8411.0,22961.260000000035
2023-07-19,23,4354,128050.78,5658.0,17751.10000000004
2023-07-20,0,2328,68944.26,3066.0,10156.939999999973
2023-07-20,1,1243,35394.83,1626.0,5373.690000000003
2023-07-20,2,653,17982.5,848.0,3000.9199999999987
2023-07-20,3,424,14525.57,561.0,2287.7099999999973
2023-07-20,4,414,17584.41,521.0,34945.75
2023-07-20,5,658,24898.32,781.0,4032.869999999997
2023-07-20,6,1703,51038.97,1958.0,7811.219999999999
2023-07-20,7,3419,91891.79,4067.0,12648.049999999981
2023-07-20,8,5169,130290.0,6199.0,62907.449999999975
2023-07-20,9,5333,146385.26,6516.0,16612.79000000002
2023-07-20,10,5350,147016.34,6852.0,16387.270000000055
2023-07-20,11,5594,158837.15,7253.0,17534.940000000017
2023-07-20,12,5930,167106.75,7737.0,18211.77999999995
2023-07-20,13,6149,182290.69,8093.0,21376.839999999993
2023-07-20,14,6472,188576.62,8650.0,35500.250000000204
2023-07-20,15,6454,189837.67,8592.0,21674.459999999966
2023-07-20,16,6504,212688.57,8649.0,22391.479999999934
2023-07-20,17,7548,231077.34,9884.0,26127.30999999996
2023-07-20,18,8138,236927.15,10600.0,24782.7099999999
2023-07-20,19,7086,200639.92,9434.0,31859.079999999976
2023-07-20,20,6598,182526.48,8766.0,22709.07000000008
2023-07-20,21,6744,187583.7,9202.0,23503.779999999977
2023-07-20,22,6449,181274.78,8755.0,22920.690000000133
2023-07-20,23,5262,156524.96,7150.0,21322.06999999997
2023-07-21,0,3508,96347.25,4664.0,12689.67
2023-07-21,1,2150,60281.53,2856.0,8541.819999999996
2023-07-21,2,1232,31968.18,1702.0,4488.940000000008
2023-07-21,3,708,19723.51,955.0,2813.5499999999993
2023-07-21,4,564,20913.05,692.0,3339.8499999999995
2023-07-21,5,738,26872.37,926.0,4293.3499999999985
2023-07-21,6,1568,42721.56,1804.0,6143.710000000006
2023-07-21,7,2575,72268.13,3026.0,10337.48
2023-07-21,8,4084,104145.15,5059.0,12762.340000000022
2023-07-21,9,4125,111065.62,5205.0,13666.529999999993
2023-07-21,10,4508,127924.22,5940.0,16390.069999999992
2023-07-21,11,4934,139660.91,6525.0,17260.830000000016
2023-07-21,12,5270,142402.46,7079.0,17289.949999999968
2023-07-21,13,5326,153712.24,7156.0,19161.510000000006
2023-07-21,14,5669,159398.58,7803.0,19675.210000000032
2023-07-21,15,6030,172011.15,8375.0,30629.75000000002
2023-07-21,16,5885,182287.37,8078.0,20668.309999999954
2023-07-21,17,6399,188090.89,8828.0,27484.78999999999
2023-07-21,18,6554,182517.5,9018.0,20331.029999999955
2023-07-21,19,6240,177606.12,8793.0,19820.67000000004
2023-07-21,20,5380,151978.14,7642.0,19081.77999999997
2023-07-21,21,5351,154313.69,7800.0,20097.979999999992
2023-07-21,22,5785,165531.13,8383.0,21030.049999999996
2023-07-21,23,5929,173125.65,8567.0,22538.979999999974
2023-07-22,0,5162,143400.77,7290.0,18759.91000000001
2023-07-22,1,4389,110543.18,6080.0,13816.209999999983
2023-07-22,2,3302,77947.7,4701.0,9406.889999999996
2023-07-22,3,2062,49337.76,2878.0,6360.109999999999
2023-07-22,4,1138,30441.75,1495.0,4284.019999999999
2023-07-22,5,526,19776.02,621.0,3239.1400000000003
2023-07-22,6,832,31111.61,1000.0,5352.670000000002
2023-07-22,7,1369,48569.95,1787.0,7806.879999999989
2023-07-22,8,1867,51735.88,2413.0,7682.289999999996
2023-07-22,9,2993,80333.74,4038.0,10917.970000000023
2023-07-22,10,3686,96374.38,5057.0,12639.930000000015
2023-07-22,11,4713,122729.27,6634.0,15470.640000000012
2023-07-22,12,5087,131736.18,7082.0,16322.189999999986
2023-07-22,13,5440,140837.72,7726.0,17317.870000000003
2023-07-22,14,5333,148995.25,7607.0,18937.690000000042
2023-07-22,15,5569,158943.06,8136.0,19904.89999999999
2023-07-22,16,5719,168698.55,8393.0,20734.26000000005
2023-07-22,17,5906,161614.16,8581.0,19759.759999999947
2023-07-22,18,6149,159291.26,8985.0,19372.83999999999
2023-07-22,19,5929,153978.9,8896.0,19206.83000000002
2023-07-22,20,5754,157897.32,8419.0,19742.710000000025
2023-07-22,21,5416,146669.35,7904.0,18533.95000000004
2023-07-22,22,5772,164536.38,8591.0,46827.17000000001
2023-07-22,23,5742,161274.03,8368.0,20112.46000000002
2023-07-23,0,4981,132175.27,6945.0,16674.840000000047
2023-07-23,1,4115,98903.71,5842.0,11989.570000000016
2023-07-23,2,3317,78676.4,4514.0,9744.500000000004
2023-07-23,3,2248,56188.46,3078.0,7243.189999999996
2023-07-23,4,1176,34665.57,1550.0,4989.249999999998
2023-07-23,5,573,23779.66,760.0,26737.799999999996
2023-07-23,6,769,29633.72,984.0,5325.780000000005
2023-07-23,7,1124,41421.75,1480.0,6902.689999999994
2023-07-23,8,1709,53599.68,2322.0,8370.110000000004
2023-07-23,9,2587,71586.23,3584.0,10267.310000000009
2023-07-23,10,3577,94584.84,5074.0,13264.25999999999
2023-07-23,11,4264,112357.71,6033.0,14757.179999999997
2023-07-23,12,4839,131547.43,6873.0,17510.83000000005
2023-07-23,13,5216,150194.34,7609.0,20551.16000000002
2023-07-23,14,5376,156479.18,7919.0,20575.93999999999
2023-07-23,15,5228,158498.77,7582.0,21277.60000000001
2023-07-23,16,5217,162064.96,7504.0,21593.579999999994
2023-07-23,17,5198,155495.19,7515.0,20437.39000000007
2023-07-23,18,5384,153938.12,7805.0,20327.8699999999
2023-07-23,19,4753,132398.36,6824.0,23157.710000000032
2023-07-23,20,4384,136644.05,6208.0,18953.670000000024
2023-07-23,21,4454,147606.24,6281.0,21175.81000000003
2023-07-23,22,3447,123290.4,4701.0,18592.61999999996
2023-07-23,23,2964,110350.12,4014.0,17180.830000000038
2023-07-24,0,1804,69939.3,2401.0,11219.110000000004
2023-07-24,1,790,25498.85,1033.0,4092.3300000000077
2023-07-24,2,362,10382.88,481.0,1550.5400000000006
2023-07-24,3,301,9879.78,390.0,1615.0900000000004
2023-07-24,4,338,13987.3,441.0,2356.78
2023-07-24,5,676,26302.82,805.0,19830.37
2023-07-24,6,1610,49466.41,1892.0,22774.709999999992
2023-07-24,7,2915,79924.76,3553.0,11262.75999999999
2023-07-24,8,4351,118414.61,5278.0,15434.439999999977
2023-07-24,9,4523,121102.81,5734.0,15157.289999999975
2023-07-24,10,4573,123851.43,5939.0,15447.709999999968
2023-07-24,11,4694,129157.1,6280.0,15928.369999999986
2023-07-24,12,5142,141050.79,6809.0,17070.719999999972
2023-07-24,13,5423,148738.84,7105.0,34890.41999999995
2023-07-24,14,5580,157201.85,7673.0,20230.170000000035
2023-07-24,15,5910,170612.31,8123.0,31500.28999999998
2023-07-24,16,5794,182801.63,7967.0,21872.46000000006
2023-07-24,17,6352,189359.47,8584.0,22023.79000000003
2023-07-24,18,6577,182092.63,8643.0,20344.490000000023
2023-07-24,19,5607,164694.31,7409.0,48915.729999999916
2023-07-24,20,4587,130342.53,6177.0,17472.53000000002
2023-07-24,21,4942,143607.01,6681.0,19401.94999999996
2023-07-24,22,3987,114970.14,5538.0,15801.219999999983
2023-07-24,23,3066,102332.95,4238.0,15470.780000000019
2023-07-25,0,1583,60759.16,2130.0,10100.589999999997
2023-07-25,1,655,19259.94,873.0,3190.9800000000014
2023-07-25,2,342,10674.12,396.0,1720.2299999999998
2023-07-25,3,216,7312.92,300.0,1157.8699999999997
2023-07-25,4,232,9274.16,288.0,1677.3200000000002
2023-07-25,5,597,23173.44,690.0,52572.26999999997
2023-07-25,6,1727,50190.29,1992.0,81362.61
2023-07-25,7,3369,88084.52,3950.0,11602.289999999975
2023-07-25,8,5003,130990.75,5960.0,15257.379999999972
2023-07-25,9,5222,140218.29,6368.0,54711.3300000001
2023-07-25,10,5086,141191.77,6524.0,59612.44000000002
2023-07-25,11,5318,147713.21,6902.0,15305.010000000022
2023-07-25,12,5671,155718.87,7439.0,16835.28999999998
2023-07-25,13,5866,164343.97,7854.0,18370.079999999947
2023-07-25,14,6692,188385.64,8926.0,20482.07999999997
2023-07-25,15,7773,208712.73,10260.0,31109.87999999996
2023-07-25,16,6981,213736.38,9021.0,20136.90999999999
2023-07-25,17,6869,204615.53,8831.0,19474.300000000003
2023-07-25,18,6975,193524.1,8998.0,19333.169999999955
2023-07-25,19,5841,160583.84,7681.0,27291.409999999887
2023-07-25,20,5671,161119.58,7280.0,20531.079999999947
2023-07-25,21,6189,170342.31,8308.0,60410.09000000001
2023-07-25,22,5113,146915.38,6869.0,19543.250000000007
2023-07-25,23,3888,125777.45,5290.0,18088.039999999997
2023-07-26,0,2346,83513.43,3142.0,13148.480000000016
2023-07-26,1,1378,56115.72,1809.0,9378.000000000004
2023-07-26,2,723,28925.21,949.0,4954.789999999996
2023-07-26,3,331,11326.65,461.0,1823.5899999999995
2023-07-26,4,313,11646.8,360.0,1796.5499999999993
2023-07-26,5,647,23673.13,794.0,3571.1600000000026
2023-07-26,6,1733,47664.62,2057.0,6920.460000000013
2023-07-26,7,3558,98300.48,4162.0,21462.659999999974
2023-07-26,8,4986,136732.88,5842.0,16469.65000000001
2023-07-26,9,5197,142549.7,6399.0,15938.800000000041
2023-07-26,10,5207,140356.58,6544.0,15453.130000000014
2023-07-26,11,5385,150090.34,6993.0,16293.93000000002
2023-07-26,12,5975,168549.11,7901.0,18496.000000000055
2023-07-26,13,6086,169363.49,8067.0,18313.66
2023-07-26,14,6247,182864.8,8232.0,20847.610000000026
2023-07-26,15,6284,181906.92,8384.0,39971.70999999984
2023-07-26,16,6457,216871.29,8633.0,23117.589999999927
2023-07-26,17,7140,227830.73,9302.0,22876.85999999998
2023-07-26,18,7798,223620.29,9993.0,21997.849999999988
2023-07-26,19,7150,201272.75,9471.0,31200.670000000046
2023-07-26,20,6332,173492.65,8088.0,20989.900000000012
2023-07-26,21,6857,190040.64,8980.0,43974.52999999999
2023-07-26,22,6232,171245.89,8232.0,21587.340000000026
2023-07-26,23,4893,140728.13,6375.0,18780.74000000002
2023-07-27,0,2508,74769.93,3222.0,10326.00000000002
2023-07-27,1,1335,41790.76,1798.0,6299.920000000002
2023-07-27,2,723,19502.02,968.0,2952.1699999999996
2023-07-27,3,403,12672.6,538.0,1903.4899999999996
2023-07-27,4,390,14859.05,496.0,2297.52
2023-07-27,5,702,25946.7,856.0,4043.180000000002
2023-07-27,6,1792,56602.92,2053.0,8689.77999999999
2023-07-27,7,3361,83745.99,3902.0,10995.889999999998
2023-07-27,8,5137,133633.25,6037.0,16328.360000000002
2023-07-27,9,5337,139392.12,6570.0,38002.87000000002
2023-07-27,10,5504,148834.15,6991.0,16591.520000000037
2023-07-27,11,5534,151461.59,7164.0,91186.93999999978
2023-07-27,12,6175,174506.72,7992.0,20201.209999999985
2023-07-27,13,6415,178730.9,8505.0,20299.329999999925
2023-07-27,14,6541,186454.56,8781.0,21900.62000000008
2023-07-27,15,6704,191621.4,9006.0,22327.159999999953
2023-07-27,16,6713,210567.06,9073.0,22809.829999999987
2023-07-27,17,7513,222016.68,9783.0,45773.300000000054
2023-07-27,18,8150,222975.18,10578.0,22137.299999999985
2023-07-27,19,6971,191743.19,9155.0,20469.62000000001
2023-07-27,20,6263,164064.05,8367.0,19363.949999999968
2023-07-27,21,7224,195074.51,9692.0,24192.74000000005
2023-07-27,22,6699,184235.23,8754.0,23089.02000000001
2023-07-27,23,4771,146684.73,6281.0,20155.190000000006
2023-07-28,0,3350,104290.34,4407.0,14738.84000000001
2023-07-28,1,1976,56061.0,2636.0,7809.509999999993
2023-07-28,2,1103,32484.5,1453.0,4950.069999999996
2023-07-28,3,625,18902.81,824.0,2762.060000000003
2023-07-28,4,519,21554.62,608.0,3449.8800000000015
2023-07-28,5,653,25029.42,771.0,4101.950000000004
2023-07-28,6,1469,48182.33,1686.0,7418.79
2023-07-28,7,2546,72300.02,3016.0,10201.949999999995
2023-07-28,8,3672,100855.56,4451.0,35730.77000000004
2023-07-28,9,4182,111042.9,5315.0,13958.679999999984
2023-07-28,10,4491,120799.33,5855.0,14467.370000000003
2023-07-28,11,5002,136807.24,6629.0,16726.429999999986
2023-07-28,12,5284,148163.41,7080.0,18010.830000000005
2023-07-28,13,5791,161471.56,7783.0,20125.349999999962
2023-07-28,14,6323,179577.24,8645.0,21811.74999999994
2023-07-28,15,6360,185075.6,8614.0,50651.61000000009
2023-07-28,16,6196,195038.4,8549.0,45285.83000000007
2023-07-28,17,6894,198921.52,9218.0,21492.989999999987
2023-07-28,18,7266,200434.75,9959.0,21810.639999999985
2023-07-28,19,6581,178660.16,9077.0,19524.929999999902
2023-07-28,20,5386,143904.69,7598.0,17714.68999999994
2023-07-28,21,5391,142888.28,7902.0,17565.05999999994
2023-07-28,22,5710,161529.94,8367.0,20336.56999999998
2023-07-28,23,6290,184091.24,8899.0,23444.289999999983
2023-07-29,0,5209,146772.2,7055.0,18885.789999999946
2023-07-29,1,4464,114147.65,6048.0,14194.17999999995
2023-07-29,2,3445,83853.74,4733.0,10443.380000000005
2023-07-29,3,2146,51740.99,3019.0,6536.280000000003
2023-07-29,4,1017,29261.24,1354.0,4012.270000000005
2023-07-29,5,508,20045.33,628.0,3206.289999999999
2023-07-29,6,809,29781.06,983.0,4901.340000000001
2023-07-29,7,1168,37520.46,1468.0,5923.669999999993
2023-07-29,8,1856,51787.84,2425.0,7373.240000000007
2023-07-29,9,2799,72366.5,3721.0,9950.679999999988
2023-07-29,10,3744,96883.55,5264.0,12932.650000000005
2023-07-29,11,4464,110261.79,6151.0,13625.769999999993
2023-07-29,12,5079,128104.53,7186.0,15757.839999999955
2023-07-29,13,5527,139377.5,7829.0,49511.58
2023-07-29,14,5373,144286.43,7671.0,18554.50000000003
2023-07-29,15,5479,149314.15,8010.0,18975.449999999964
2023-07-29,16,5791,158365.38,8498.0,19861.51
2023-07-29,17,6064,160094.53,8859.0,19284.950000000033
2023-07-29,18,6076,155848.79,8722.0,18425.79000000004
2023-07-29,19,6490,162384.91,9401.0,18185.64999999998
2023-07-29,20,4619,123757.43,6767.0,15131.529999999953
2023-07-29,21,4779,128124.15,7059.0,15774.970000000007
2023-07-29,22,5268,151842.29,7800.0,19944.91999999999
2023-07-29,23,5406,159809.81,7837.0,20986.699999999953
2023-07-30,0,5387,151734.81,7518.0,19608.40000000003
2023-07-30,1,4717,130564.92,6321.0,16939.239999999983
2023-07-30,2,3413,87595.68,4599.0,11287.049999999992
2023-07-30,3,2303,58370.87,3087.0,7685.899999999997
2023-07-30,4,1301,38518.33,1583.0,5547.989999999999
2023-07-30,5,617,24541.98,775.0,3928.529999999998
2023-07-30,6,743,29025.95,993.0,4921.74
2023-07-30,7,1188,44284.94,1536.0,7282.270000000004
2023-07-30,8,1614,49662.15,2183.0,7748.690000000008
2023-07-30,9,2547,73736.5,3636.0,10808.20000000001
2023-07-30,10,3560,96798.19,4835.0,13665.519999999995
2023-07-30,11,4146,112702.27,5794.0,14959.189999999966
2023-07-30,12,4613,128370.49,6499.0,17135.309999999958
2023-07-30,13,5048,146063.82,7255.0,19549.64000000002
2023-07-30,14,5360,162623.68,7838.0,22352.71999999996
2023-07-30,15,5396,174198.93,7542.0,50483.18999999999
2023-07-30,16,5344,167277.1,7645.0,22504.130000000023
2023-07-30,17,5193,154308.68,7391.0,20083.909999999993
2023-07-30,18,5339,154875.9,7600.0,19746.920000000056
2023-07-30,19,4781,138984.79,6709.0,18767.57999999996
2023-07-30,20,4395,137632.23,6107.0,18895.60999999995
2023-07-30,21,4517,147754.74,6313.0,21474.020000000026
2023-07-30,22,3558,124561.46,4878.0,18659.589999999967
2023-07-30,23,3141,116558.52,4261.0,18504.589999999997
2023-07-31,0,1801,61576.28,2377.0,9489.200000000012
2023-07-31,1,1326,43457.08,1681.0,6674.830000000008
2023-07-31,2,605,17730.76,779.0,2577.650000000001
2023-07-31,3,360,13351.73,478.0,2317.14
2023-07-31,4,379,15738.24,507.0,2608.980000000001
2023-07-31,5,675,26528.26,804.0,4379.490000000001
2023-07-31,6,1532,47563.18,1810.0,76340.77000000002
2023-07-31,7,2747,80878.3,3326.0,11644.479999999998
2023-07-31,8,4065,111032.38,4989.0,14197.690000000057
2023-07-31,9,4207,117531.13,5295.0,14883.000000000015
2023-07-31,10,4271,117678.91,5581.0,14723.009999999993
2023-07-31,11,4504,122986.53,6063.0,15112.550000000023
2023-07-31,12,4959,137118.59,6585.0,17056.749999999985
2023-07-31,13,5110,138167.25,6903.0,17431.739999999925
2023-07-31,14,5424,156765.29,7370.0,20501.679999999968
2023-07-31,15,5544,166481.37,7629.0,22142.080000000038
2023-07-31,16,5558,172437.63,7601.0,20514.819999999985
2023-07-31,17,5967,177480.14,7926.0,20946.010000000006
2023-07-31,18,6296,182830.64,8382.0,21869.449999999986
2023-07-31,19,5119,147203.6,6972.0,27631.549999999985
2023-07-31,20,4655,137881.3,6321.0,19152.699999999993
2023-07-31,21,4663,133718.48,6343.0,18465.100000000017
2023-07-31,22,3809,121473.44,5301.0,17853.829999999984
2023-07-31,23,2430,85206.83,3234.0,13494.109999999984
2023-08-01,0,1428,49527.69,1908.0,8338.180000000002
2023-08-01,1,732,26138.29,999.0,4279.460000000001
2023-08-01,2,380,10748.1,519.0,1720.7199999999996
2023-08-01,3,219,7298.2,292.0,1193.3699999999997
2023-08-01,4,298,12312.07,375.0,2164.79
2023-08-01,5,639,23468.52,756.0,3963.1000000000004
2023-08-01,6,1621,46878.3,1879.0,7327.029999999999
2023-08-01,7,3053,80337.69,3560.0,10872.019999999995
2023-08-01,8,4697,121628.1,5541.0,14417.829999999984
2023-08-01,9,4757,125095.43,5922.0,14344.790000000012
2023-08-01,10,4763,128065.33,5956.0,14428.17999999997
2023-08-01,11,4992,132675.83,6394.0,15081.739999999998
2023-08-01,12,5635,150726.75,7263.0,16931.829999999984
2023-08-01,13,5617,153674.75,7355.0,17935.69000000002
2023-08-01,14,6051,172474.04,8124.0,20961.809999999976
2023-08-01,15,6082,178637.73,8279.0,31842.37000000003
2023-08-01,16,5964,187089.18,8059.0,20359.190000000017
2023-08-01,17,7102,212178.48,9284.0,53733.290000000066
2023-08-01,18,7238,206919.04,9400.0,44874.91000000006
2023-08-01,19,6103,176281.29,8037.0,26801.030000000013
2023-08-01,20,5852,162785.74,7707.0,21099.749999999967
2023-08-01,21,6134,162281.78,8167.0,20703.46000000004
2023-08-01,22,5223,145934.49,6809.0,19334.02999999999
2023-08-01,23,3810,112996.58,4965.0,15891.45000000001
2023-08-02,0,2098,60614.02,2715.0,8987.490000000005
2023-08-02,1,1002,28767.61,1340.0,4163.489999999994
2023-08-02,2,449,11988.72,580.0,1604.8199999999997
2023-08-02,3,286,7702.27,354.0,1125.8199999999995
2023-08-02,4,275,10214.66,359.0,1780.75
2023-08-02,5,620,21332.63,732.0,3323.059999999998
2023-08-02,6,1612,46677.05,1857.0,26736.769999999993
2023-08-02,7,3152,82794.94,3723.0,11145.369999999999
2023-08-02,8,4604,118632.79,5566.0,14196.589999999976
2023-08-02,9,4856,125436.46,5955.0,14210.009999999995
2023-08-02,10,4862,130518.03,6216.0,14826.699999999975
2023-08-02,11,5260,139948.49,6829.0,15627.219999999987
2023-08-02,12,5391,147414.43,7018.0,16547.120000000028
2023-08-02,13,5636,160639.49,7473.0,19112.900000000023
2023-08-02,14,5839,170484.47,7756.0,20544.82000000004
2023-08-02,15,5820,170058.93,7840.0,53440.20000000011
2023-08-02,16,5981,191871.63,7945.0,20815.829999999987
2023-08-02,17,6784,205403.29,9000.0,21616.619999999915
2023-08-02,18,7250,201875.82,9345.0,21127.789999999928
2023-08-02,19,6488,176611.22,8497.0,42629.53000000002
2023-08-02,20,5970,160937.55,8018.0,19900.0
2023-08-02,21,6741,178561.4,8987.0,22534.270000000062
2023-08-02,22,6056,166313.82,8036.0,21540.580000000024
2023-08-02,23,4549,133922.83,6071.0,18034.129999999972
2023-08-03,0,2399,68897.34,3136.0,9860.119999999995
2023-08-03,1,1162,32099.39,1531.0,4616.480000000007
2023-08-03,2,628,17112.71,822.0,2484.510000000002
2023-08-03,3,409,11261.1,499.0,1732.4199999999996
2023-08-03,4,345,12602.82,385.0,1874.3
2023-08-03,5,642,24601.15,743.0,4063.7899999999995
2023-08-03,6,1560,45730.26,1806.0,7068.620000000007
2023-08-03,7,3011,77571.27,3547.0,10437.829999999998
2023-08-03,8,4505,117685.24,5375.0,14243.230000000007
2023-08-03,9,4846,127534.45,6027.0,14707.850000000019
2023-08-03,10,4825,126863.55,6235.0,14593.219999999996
2023-08-03,11,4975,133234.83,6533.0,42362.80000000003
2023-08-03,12,5715,158553.75,7565.0,18542.570000000018
2023-08-03,13,5796,163810.48,7704.0,20183.58000000002
2023-08-03,14,6322,183245.93,8464.0,22646.770000000004
2023-08-03,15,6234,186240.55,8413.0,32106.149999999994
2023-08-03,16,6247,205712.79,8410.0,22944.730000000043
2023-08-03,17,6770,202864.34,8948.0,21324.610000000066
2023-08-03,18,7588,220173.23,9935.0,39855.34
2023-08-03,19,6480,186218.99,8506.0,21128.3200000001
2023-08-03,20,5747,157407.5,7696.0,20012.780000000028
2023-08-03,21,6245,170317.35,8590.0,21250.789999999994
2023-08-03,22,5857,161847.01,8050.0,20671.990000000056
2023-08-03,23,4717,136473.67,6336.0,18272.579999999947
2023-08-04,0,3120,83263.81,4103.0,11242.8
2023-08-04,1,1828,48992.87,2460.0,6928.299999999994
2023-08-04,2,1013,25267.51,1386.0,3319.549999999998
2023-08-04,3,617,18260.98,783.0,2535.7
2023-08-04,4,468,18205.56,623.0,2808.129999999999
2023-08-04,5,613,25127.82,723.0,4245.3099999999995
2023-08-04,6,1427,44936.78,1696.0,7203.220000000004
2023-08-04,7,2376,65781.44,2852.0,9391.690000000011
2023-08-04,8,3306,92109.13,4096.0,12149.410000000016
2023-08-04,9,3852,101789.2,5011.0,12896.819999999996
2023-08-04,10,4260,117694.71,5667.0,14616.089999999986
2023-08-04,11,4723,126863.0,6245.0,15272.700000000012
2023-08-04,12,4902,133604.45,6570.0,16624.159999999945
2023-08-04,13,5354,152297.13,7225.0,19022.309999999965
2023-08-04,14,5425,160029.08,7471.0,20249.78000000001
2023-08-04,15,5636,157983.33,7767.0,19347.959999999977
2023-08-04,16,5665,178011.1,7817.0,20069.409999999993
2023-08-04,17,6048,183571.04,8322.0,20534.280000000002
2023-08-04,18,6176,179774.21,8582.0,20364.210000000017
2023-08-04,19,5682,164434.59,8062.0,19009.19999999999
2023-08-04,20,4827,135996.02,6914.0,17215.269999999982
2023-08-04,21,4816,136489.16,6966.0,17432.11999999999
2023-08-04,22,4985,143372.42,7247.0,18390.22000000001
2023-08-04,23,4936,143800.02,7133.0,41309.16999999991
2023-08-05,0,5009,135818.79,7058.0,16957.420000000024
2023-08-05,1,4081,97542.48,5634.0,11629.929999999988
2023-08-05,2,3053,70696.61,4266.0,8326.790000000015
2023-08-05,3,1948,46752.99,2697.0,5918.739999999983
2023-08-05,4,1014,29292.79,1342.0,27130.819999999996
2023-08-05,5,504,18751.74,608.0,3086.2599999999998
2023-08-05,6,777,26457.64,931.0,4502.169999999999
2023-08-05,7,1136,36680.46,1502.0,5645.490000000001
2023-08-05,8,1776,51060.57,2276.0,7703.719999999987
2023-08-05,9,2703,70570.21,3691.0,9282.869999999994
2023-08-05,10,3580,94796.22,5109.0,12588.090000000017
2023-08-05,11,4257,112320.63,5914.0,14008.520000000006
2023-08-05,12,4710,125315.58,6727.0,15572.710000000045
2023-08-05,13,5000,127869.87,7180.0,15952.56000000001
2023-08-05,14,5134,138911.57,7576.0,18200.820000000014
2023-08-05,15,5329,146325.28,7922.0,19354.389999999985
2023-08-05,16,5729,154253.0,8688.0,19487.049999999985
2023-08-05,17,5799,154200.0,8757.0,19548.67999999995
2023-08-05,18,5892,146945.43,8727.0,17667.139999999945
2023-08-05,19,5514,141805.71,8299.0,17522.32999999998
2023-08-05,20,4700,126927.86,6938.0,16034.020000000024
2023-08-05,21,5145,143552.84,7613.0,18031.06000000002
2023-08-05,22,5124,141950.03,7589.0,18157.039999999954
2023-08-05,23,5203,143274.75,7378.0,18399.93999999998
2023-08-06,0,4765,121094.04,6648.0,15051.109999999999
2023-08-06,1,4118,98315.19,5719.0,11890.330000000009
2023-08-06,2,2977,69279.43,4108.0,8260.19000000001
2023-08-06,3,1980,50208.32,2789.0,6413.240000000016
2023-08-06,4,1099,31963.14,1472.0,4719.289999999997
2023-08-06,5,461,18332.1,591.0,2896.9599999999978
2023-08-06,6,723,29310.22,953.0,5273.490000000002
2023-08-06,7,1079,39897.83,1455.0,6423.23
2023-08-06,8,1698,55730.71,2366.0,8743.88
2023-08-06,9,2429,66158.42,3538.0,9812.569999999994
2023-08-06,10,3288,86283.03,4776.0,11894.960000000003
2023-08-06,11,3978,105463.46,5779.0,14133.179999999968
2023-08-06,12,4472,125256.66,6521.0,17386.25999999997
2023-08-06,13,4712,132485.9,6838.0,17854.66000000001
2023-08-06,14,5114,149838.6,7513.0,20513.07000000001
2023-08-06,15,4899,148974.16,7129.0,20455.850000000028
2023-08-06,16,4929,153681.99,7267.0,21181.550000000032
2023-08-06,17,4937,145761.48,7164.0,19842.31
2023-08-06,18,4856,142538.93,6880.0,19421.829999999984
2023-08-06,19,4512,124534.5,6359.0,16745.13
2023-08-06,20,4221,134571.48,6035.0,18754.660000000014
2023-08-06,21,4102,129709.08,5671.0,17997.640000000003
2023-08-06,22,3396,115051.4,4642.0,17243.109999999993
2023-08-06,23,2396,86165.79,3294.0,13135.260000000004
2023-08-07,0,1570,61794.03,2081.0,10236.940000000022
2023-08-07,1,753,27292.9,1043.0,4766.939999999999
